Date,Open,High,Low,Close,Adj Close,Volume
1980-01-01,15.750000,18.000000,15.312500,17.156250,2.012164,49631600
1980-02-01,17.156250,17.625000,15.500000,15.875000,1.861892,39879600
1980-03-01,15.875000,15.875000,12.843750,13.937500,1.655097,49619200
1980-04-01,13.937500,14.000000,12.593750,13.718750,1.629121,55773200
1980-05-01,13.718750,14.156250,13.000000,13.843750,1.643964,39994400
1980-06-01,13.843750,15.093750,13.812500,14.687500,1.771802,42240800
1980-07-01,14.687500,16.531250,14.593750,16.312500,1.967832,41150000
1980-08-01,16.312500,17.281250,16.000000,16.375000,1.975371,38015200
1980-09-01,16.375000,17.250000,15.843750,16.031250,1.959583,44193600
1980-10-01,16.031250,17.875000,15.906250,16.656250,2.035980,55620000
1980-11-01,16.687500,18.187500,16.562500,17.031250,2.081819,46076800
1980-12-01,17.000000,17.375000,15.812500,16.968750,2.100946,47108400
1981-01-01,16.968750,17.875000,16.000000,16.093750,1.992610,44448800
1981-02-01,16.093750,16.218750,15.062500,16.062500,1.988742,31698800
1981-03-01,16.062500,16.312500,15.343750,15.593750,1.956795,43053600
1981-04-01,15.593750,15.843750,14.656250,14.656250,1.839151,64481600
1981-05-01,14.656250,14.843750,13.781250,14.687500,1.843073,46670800
1981-06-01,14.937500,15.187500,14.281250,14.468750,1.843010,44883600
1981-07-01,14.468750,14.468750,13.656250,14.031250,1.787282,33268800
1981-08-01,14.031250,14.718750,13.750000,13.781250,1.755436,33306800
1981-09-01,13.781250,14.187500,13.062500,13.531250,1.749363,40204800
1981-10-01,13.531250,14.062500,12.093750,12.875000,1.664523,52389600
1981-11-01,13.000000,13.625000,12.468750,13.625000,1.761485,44765600
1981-12-01,13.625000,14.406250,13.250000,14.218750,1.868567,47809200
1982-01-01,14.406250,16.187500,13.906250,15.906250,2.090330,74401600
1982-02-01,15.750000,16.000000,14.937500,15.468750,2.032835,51439200
1982-03-01,15.531250,15.687500,14.281250,14.937500,1.990299,67770800
1982-04-01,15.125000,16.531250,14.968750,16.062500,2.140197,61904400
1982-05-01,16.093750,16.312500,15.312500,15.375000,2.048592,42299600
1982-06-01,15.406250,15.531250,14.375000,15.156250,2.046471,59794400
1982-07-01,15.156250,17.156250,14.843750,16.406250,2.215252,77599600
1982-08-01,16.656250,17.750000,15.531250,17.625000,2.379812,86336400
1982-09-01,17.562500,19.406250,17.343750,18.343750,2.509751,88402400
1982-10-01,18.500000,21.187500,18.312500,19.968750,2.732082,90497200
1982-11-01,20.125000,21.625000,19.875000,21.625000,2.958686,73062000
1982-12-01,21.812500,24.500000,21.531250,24.062500,3.325727,87144800
1983-01-01,23.687500,25.187500,23.062500,24.718750,3.416431,83227600
1983-02-01,24.531250,25.375000,23.468750,24.750000,3.420747,68222000
1983-03-01,25.187500,26.218750,24.656250,25.437500,3.547549,70778800
1983-04-01,25.406250,29.500000,25.281250,29.250000,4.079249,72702000
1983-05-01,29.000000,29.625000,27.437500,27.812500,3.878771,55655600
1983-06-01,27.812500,31.125000,27.562500,30.062500,4.227029,64907200
1983-07-01,30.156250,31.750000,29.656250,30.093750,4.231424,65484400
1983-08-01,30.062500,30.937500,28.812500,29.875000,4.200665,68978400
1983-09-01,29.906250,32.375000,29.531250,31.718750,4.495128,72724800
1983-10-01,31.625000,33.562500,31.375000,31.687500,4.490699,99626000
1983-11-01,31.812500,31.937500,29.343750,29.343750,4.158549,89170800
1983-12-01,29.437500,31.218750,29.281250,30.500000,4.355051,76494400
1984-01-01,30.562500,31.250000,28.156250,28.531250,4.073938,115276000
1984-02-01,28.562500,28.656250,26.625000,27.562500,3.935611,111818400
1984-03-01,27.437500,28.937500,26.656250,28.468750,4.099059,95428400
1984-04-01,28.562500,28.656250,26.875000,28.437500,4.094560,90708800
1984-05-01,28.500000,29.312500,26.406250,26.937500,3.878583,88976000
